Topic,Count,Name,Representation,Representative_Docs
429,22,429_delisting_market delisting_delisting securities_securities,"['delisting', 'market delisting', 'delisting securities', 'securities', 'nasdaq stock', 'removed nasdaq', 'stock market', 'notified anticipated', 'anticipated delisting', 'delisting nasdaq']","['Delisting of Securities of iPic Entertainment Inc., Ultra Petroleum Corp., and Warrant of Repay Holdings Corporation from The Nasdaq Stock Market', 'Delisting of Securities of China Gerui Advanced Materials Group Limited, From The Nasdaq Stock Market', 'Delisting of Securities from The Nasdaq Stock Market']"
430,22,430_wanzhou_meng wanzhou_meng_extradition,"['wanzhou', 'meng wanzhou', 'meng', 'extradition', 'fentanyl profits', 'huawei meng', 'fed probes', 'ponzi scheme', 'fentanyl', 'ponzi']","[""__TICKER__ , Huawei's Meng Wanzhou settle Hong Kong case seeking documents as she fights extradition"", ""Huawei's Meng Wanzhou wants __TICKER__ evidence kept secret in Canadian extradition battle"", ""Meng Wanzhou extradition case: Canadian lawyer says 'irrelevant' __TICKER__ documents must not be allowed as evidence""]"
431,22,431_investor radar_radar fall_stocks investor_radar,"['investor radar', 'radar fall', 'stocks investor', 'radar', 'stocks multibaggers', 'multibaggers making', 'multibaggers', 'solar stocks', 'edition', 'fall']","['7 Warren Buffett Stocks That Should Be On Every Investor’s Radar This Fall', '3 Dow Stocks That Should Be on Every Investor’s Radar This Fall', '3 Solar Stocks That Should Be on Every Investor’s Radar This Fall']"
432,22,432_bet despite_attractive_100 strong_stock benefits,"['bet despite', 'attractive', '100 strong', 'stock benefits', 'systematically important', 'takeover bring', 'systematically', 'bankers getting', 'banks emerge', 'bumped stock']","['3 Stocks With High Dividend Yields &amp; Consistent Hikes: Starbucks, __COMPANY__ And WEC Energy', '__COMPANY__ /Kensington: ability to value complex mortgage risk gets a premium', '__COMPANY__ keeps its rank as largest global systematically important bank; __COMPANY__ moves up the list']"
433,22,433_blackstone invest_invest_invest 25_plans invest,"['blackstone invest', 'invest', 'invest 25', 'plans invest', 'brookfield invest', 'blackstone plans', 'pennsylvania data', '500 billion', 'invest billion', 'pennsylvania']","['Blackstone Plans To Invest $500 Billion In Europe Over The Next Decade', 'Blackstone to invest $25 billion in Pennsylvania data centers and natural gas plants, COO says', 'Blackstone to invest $25 billion in Pennsylvania data centers, power']"
434,22,434_russian securities_blackrock suspends_active index_securities active,"['russian securities', 'blackrock suspends', 'active index', 'securities active', 'suspends', 'purchase russian', 'index funds', 'russian', 'capital 45', 'bans dealing']","['UPDATE 1-Russia bans dealing in capital of 45 foreign-owned banks or banking units', 'UPDATE 1-BlackRock suspends purchase of Russian securities in active and index funds', 'BlackRock suspends purchase of Russian securities in active and index funds']"
435,22,435_expects earnings_street expects_reports week_week wall,"['expects earnings', 'street expects', 'reports week', 'week wall', 'earnings growth', 'expects', 'results wall', 'wall street', 'wall', 'street']","['__TICKER__ Group __TICKER__ Reports Next Week: Wall Street Expects Earnings Growth', '__TICKER__ __TICKER__ Reports Next Week: Wall Street Expects Earnings Growth', '__COMPANY__ __TICKER__ Reports Next Week: Wall Street Expects Earnings Growth']"
436,22,436_ipos_exchange transfers_nasdaq welcomed_welcomed,"['ipos', 'exchange transfers', 'nasdaq welcomed', 'welcomed', 'transfers', 'ipos half', 'transfers months', 'half', 'nasdaq welcomes', 'exchange']","['Nasdaq Welcomed 185 IPOs and 15 Exchange Transfers in 2019', 'UPDATE - Nasdaq Welcomed 97 IPOs and Seven Exchange Transfers in the First Six Months of 2019', 'Nasdaq Welcomed 97 IPOs and Seven Exchange Transfers in the First Six Months of 2019']"
437,22,437_update amp_advisory pre_content advisory_nyse content,"['update amp', 'advisory pre', 'content advisory', 'nyse content', 'market update', 'content', 'pre market', 'advisory', 'pre', 'nyse']","['NYSE Content Advisory: Pre-Market Update + S&amp;P 500 closes above 6,800 for first time', 'NYSE Content Advisory: Pre-Market update + S&amp;P 500 closes above 6,700 for first time', 'NYSE Content Advisory: Pre-Market update + S&amp;P 500 trades within 1% of record']"
438,22,438_earnings season_season_positively_season kicks,"['earnings season', 'season', 'positively', 'season kicks', 'season gets', 'gets underway', 'kicks', 'kicks positively', 'closer look', 'underway']","['The Q1 Earnings Season Kicks off Positively', 'The Q3 Earnings Season Kicks Off Positively', 'Q2 Earnings Season Kicks Off Positively: A Closer Look']"
439,21,439_today stories_stories_counterfeit_templeton files,"['today stories', 'stories', 'counterfeit', 'templeton files', 'today', 'crypto', 'twitter dms', 'unit today', 'wind european', 'xpeng launches']","[""Major China Cloud Players Want Nvidia's Chips, Tesla Rival XPeng Launches Self-Driving Tech in China, Fentanyl Fuels Ongoing US Drug Overdose Crisis: Top Stories Today"", ""ChatGPT Parent OpenAI Aims At Budget-Friendly AI Innovations, Novo Nordisk's Popular Diabetes Drug Ozempic Faces Counterfeit Threat in Germany: Today's Top Stories"", ""Elon Musk-Backed Neuralink Starts Participant Enrollment For Paralysis, Eli Lilly Cracks Down on Counterfeit Weight Loss Drugs, Meta Looks to Capitalize on India's In-App Payment Surge: Today's Top Stories""]"
440,21,440_continues impress_stock continues_impress_high institutional,"['continues impress', 'stock continues', 'impress', 'high institutional', 'ownership speaks', 'impress week', 'happy stock', 'large institutional', 'speaks stock', 'owners happy']","[""BlackRock, Inc.'s ( __TICKER__ ) large institutional owners must be happy as stock continues to impress, up 4.9% over the past week"", ""__COMPANY__ Inc.'s ( __TICKER__ ) high institutional ownership speaks for itself as stock continues to impress, up 7.2% over last week"", ""__COMPANY__ 's ( __TICKER__ ) large institutional owners must be happy as stock continues to impress, up 4.6% over the past week""]"
441,21,441_earnings snapshot_snapshot_snapshot banco_snapshot fiscal,"['earnings snapshot', 'snapshot', 'snapshot banco', 'snapshot fiscal', 'snapshot q3', 'banco', 'snapshot q4', 'snapshot q1', 'snapshot q2', 'banco chile']","['__TICKER__ : Q2 Earnings Snapshot', '__COMPANY__ : Q1 Earnings Snapshot', '__TICKER__ : Q1 Earnings Snapshot']"
442,21,442_left stock_soars upside_upside left_left,"['left stock', 'soars upside', 'upside left', 'left', 'upside', 'soars', 'blackstone soars', 'stock plunges', 'stock stock', 'stock blackstone']","['__COMPANY__ __TICKER__ Soars 6.1%: Is Further Upside Left in the Stock?', '__COMPANY__ __TICKER__ Soars 9.2%: Is Further Upside Left in the Stock?', '__COMPANY__ __TICKER__ Soars 5.2%: Is Further Upside Left in the Stock?']"
443,21,443_announces risk_risk rating_management announces_rating change,"['announces risk', 'risk rating', 'management announces', 'rating change', 'etf asset', 'asset management', 'rating changes', 'rating', 'asset', 'change']","['__TICKER__ Asset Management Inc. announces risk rating changes for certain __TICKER__ Mutual Funds', '__TICKER__ Asset Management Inc. Announces Risk Rating Changes for Certain __TICKER__ Mutual Funds', '__TICKER__ Asset Management Inc. Announces Risk Rating Change']"
444,21,444_study_state workplace_workplace_benefits study,"['study', 'state workplace', 'workplace', 'benefits study', 'workplace financial', 'financial benefits', 'annual state', 'financial wellness', 'benefits', 'work unveils']","['__COMPANY__ at Work Unveils Second Annual State of the Workplace Financial Benefits Study', '__COMPANY__ at Work Unveils Equity Compensation Findings From Inaugural State of the Workplace Financial Benefits Study', '__COMPANY__ at Work Unveils Equity Compensation Findings from Second Annual State of the Workplace Financial Benefits Study']"
445,21,445_stories_today stories_stall amid_backlash father,"['stories', 'today stories', 'stall amid', 'backlash father', 'expansion talks', 'plan bloomberg', 'china insurance', 'sale plan', 'father port', 'li china']","[""Microsoft-Activision Adjust Deal Deadline Terms, __COMPANY__ ' Q2 Profits Fall 60%, Johnson &amp; Johnson Joins Legal Battle Against US Government On Drug Pricing Negotiation: Today's Top Stories"", ""Richard Li’s China insurance expansion talks stall amid backlash to father's port sale plan, Bloomberg reports"", ""Richard Li's China insurance expansion talks stall amid backlash to father's port sale plan, Bloomberg News reports""]"
446,21,446_energy etfs_hikes_withstand economic_test oil,"['energy etfs', 'hikes', 'withstand economic', 'test oil', 'touches 2023', 'target growth', 'tariff haven', 'trade fuels', 'world sell', 'broad industrial']","['Act fast to secure a cash bonus as banks pull switching offers', 'NY Fed Policy Change Could Squash Stablecoin Issuer Circle’s Hope for Fed Access', '‘Curious’ outflows from broad industrial ETFs seen as ‘contrarian bullish’ as aerospace and defense funds attract investors']"
447,21,447_expands operations_continues expansion_sports_systems agri,"['expands operations', 'continues expansion', 'sports', 'systems agri', 'strategy sorare', 'africa discovery', 'agri launch', 'agriforce', 'step pursuit', 'sports expands']","['Blackstone Announces Significant Investment in Simpli.fi, a Leading Programmatic Advertising Platform, at $1.5 Billion Valuation', 'Canlan Sports Expands U.S. Operations, Adding an Additional Sports Complex in Chicago Suburb', 'AgriFORCE Growing Systems (AGRI) to Launch as First Publicly-Traded Avalanche-Focused Company on NASDAQ with a $550 Million Capital Raise Strategy']"
448,21,448_report decline_analysts estimate_look analysts_decline earnings,"['report decline', 'analysts estimate', 'look analysts', 'decline earnings', 'earnings look', 'estimate', 'decline', 'look', 'analysts', 'report']","['Analysts Estimate __COMPANY__ Bank __TICKER__ to Report a Decline in Earnings: What to Look Out for', 'Analysts Estimate BlackRock __TICKER__ to Report a Decline in Earnings: What to Look Out for', 'Analysts Estimate __COMPANY__ __TICKER__ to Report a Decline in Earnings: What to Look Out for']"
449,21,449_wrapup hit_woes report_trail wall_traders cut,"['wrapup hit', 'woes report', 'trail wall', 'traders cut', 'trader crackdown', 'time uk', 'braced rise', 'borrowers higher', 'book heightened', 'bites traders']","['__TICKER__ Fires London Trader as Crackdown on Client Messaging Widens', '__TICKER__ cautions over complex currency derivative products amid tariff woes - report', ""__COMPANY__ profit jumps 35%, but CEO says geopolitics and gov't inaction have led to 'dangerous time'""]"
450,21,450_support big_suisse shock_street hunt_stock health,"['support big', 'suisse shock', 'street hunt', 'stock health', 'arm files', 'starwood sony', 'apollo pitches', 'slump britain', 'soars wsj', 'sony zee']","['Investors with $39 tln urge govts to plan fossil fuel phase out', 'Sony, Zee Sign Definitive Merger Pact Amid Shareholder Spat', ""LG Electronics' India arm files for IPO amid strong consumer durables demand""]"
451,21,451_dividend analysis_analysis blackrock_fund dividend_analysis,"['dividend analysis', 'analysis blackrock', 'fund dividend', 'analysis', 'trust dividend', 'dividend', 'bond trust', 'blackrock muniholdings', 'muniholdings', 'analysis blackstone']","[""Blackrock Muniholdings Fund Inc's Dividend Analysis"", ""Blackrock Muniyield Fund Inc's Dividend Analysis"", ""BlackRock Municipal Income Fund Inc's Dividend Analysis""]"
452,21,452_biggest moves_making biggest_stocks making_making,"['biggest moves', 'making biggest', 'stocks making', 'making', 'moves premarket', 'moves midday', 'biggest', 'moves', 'midday', 'johnson']","['Stocks making the biggest moves premarket: Apple, Boeing, __COMPANY__ Chase and more', 'Stocks making the biggest moves premarket: __COMPANY__ Chase, Newmont, __COMPANY__ and more', 'Stocks making the biggest moves premarket: __COMPANY__ , Boeing, Johnson &amp; Johnson and more']"
453,21,453_announce transformational_states government_cameco announce_reactor technology,"['announce transformational', 'states government', 'cameco announce', 'reactor technology', 'using westinghouse', 'deliver long', 'government brookfield', 'value using', 'transformational partnership', 'westinghouse nuclear']","['Canada Secures Sovereign Path to Orbit: Maritime Launch and Reaction Dynamics Sign Pathfinder Agreement to Establish Domestic Orbital Launch Capability', 'United States Government, Brookfield and Cameco announce transformational partnership to deliver long-term value using Westinghouse nuclear reactor technology', 'United States Government, Brookfield and Cameco Announce Transformational Partnership to Deliver Long-term Value Using Westinghouse Nuclear Reactor Technology']"
454,21,454_closing cross_russell indexes_nasdaq closing_consecutive,"['closing cross', 'russell indexes', 'nasdaq closing', 'consecutive', 'indexes reconstitution', 'reconstitution', 'shares traded', 'consecutive year', 'russell', 'named dow']","['17th Consecutive Nasdaq Closing Cross Sets Record for Number of Shares Traded During 2020 Russell US Indexes Reconstitution', '19th Consecutive Nasdaq Closing Cross Sets Record for Number of Shares Traded During 2022 Russell US Indexes Reconstitution', '18th Consecutive Nasdaq Closing Cross Sets Record for Number of Shares Traded During 2021 Russell US Indexes Reconstitution']"
455,21,455_related depositary_stock related_depositary shares_series preferred,"['related depositary', 'stock related', 'depositary shares', 'series preferred', 'redemption series', 'preferred stock', 'amp announces', 'related', 'preferred', 'depositary']","['__COMPANY__ &amp; Company Announces Full Redemption of its Series R Preferred Stock and Related Depositary Shares', '__COMPANY__ &amp; Company Announces Redemption of its Series N Preferred Stock and Related Depositary Shares', '__COMPANY__ &amp; Company Announces Full Redemption of its Series S Preferred Stock and Related Depositary Shares']"
456,21,456_live social_social security_couple live_security 15,"['live social', 'social security', 'couple live', 'security 15', 'couple', 'social', 'security', 'best places', '15 best', 'places']","['15 Best Places in Georgia For A Couple To Live On Only Social Security', '15 Best Places in Virginia for a Couple to Live on Only Social Security', '15 Best Places in Pennsylvania for a Couple to Live on Only Social Security']"
457,20,457_3q texas_trump djing_tiafoe open_583m paris,"['3q texas', 'trump djing', 'tiafoe open', '583m paris', 'taking swiss', 'tariff fight', 'taunt', 'taunt goldman', 'tiafoe', 'says digne']","[""Powell: SVB's failure shows Fed needs to step up oversight of mid-sized banks"", 'BlackRock is piling money into the U.K. as Larry Fink claims the country has discovered its ‘capitulation point’', 'Banks are keeping credit card rates high even after the CFPB rule they blamed for high APRs was killed']"
